arc_id,flow_m3h
A045525,44.61
A045526,189.65
A045527,75.2
A045528,93.29
A045529,200.71
A045530,49.19
A045531,57.13
A045532,188.13
A045533,131.72
A045534,123.47
A045535,50.0
A045536,30.0
A045537,129.621
A045538,264.639
A045539,141.81
A045540,30.0
A045541,48.68
A045542,63.78
A045543,162.45
A045544,50.0
A045545,507.09
A045546,98.87
A045547,91.206
A045548,139.74
A045549,145.47
A045550,91.7
A045551,161.22
A045552,31.92
A045553,50.0
A045554,82.97
A045555,81.23
A045556,72.46
A045557,210.46
A045558,85.55
A045559,122.55
A045560,234.7
A045561,87.19
A045562,96.17
A045563,84.37
A045564,120.13
A045565,50.0
A045566,134.62
A045567,117.74
A045568,99.56
A045569,48.54
A045570,224.5
A045571,82.17
A045572,30.0
A045573,93.23
