tank_id,fill_rate_m3h,discharge_rate_m3h,end_volume_m3,min_level_shortfall_m3,critical_level_shortfall_m3,depletion_vs_initial_m3
T_TNK_0411,0.0,0.0,3480.93,0.0,0.0,0.0
T_TNK_0412,0.0,0.0,717.63,0.0,0.0,0.0
T_TNK_0413,0.0,0.0,485.49,0.0,0.0,0.0
T_TNK_0414,0.0,0.0,1691.85,0.0,0.0,0.0
T_TNK_0415,0.0,81.186,5272.526,0.0,0.0,1948.464
T_TNK_0416,0.0,0.0,7206.18,0.0,0.0,0.0
T_TNK_0417,0.0,0.0,385.57,0.0,0.0,0.0
T_TNK_0418,0.0,0.0,376.77,0.0,0.0,0.0
T_TNK_0419,0.0,0.0,6908.1,0.0,0.0,0.0
T_TNK_0420,0.0,0.0,828.93,0.0,0.0,0.0
T_TNK_0421,0.0,0.0,977.59,0.0,0.0,0.0
T_TNK_0422,0.0,0.0,2106.72,0.0,0.0,0.0
T_TNK_0423,0.0,0.0,1238.35,0.0,0.0,0.0
T_TNK_0424,0.0,0.0,3003.03,0.0,0.0,0.0
T_TNK_0425,0.0,0.0,1538.04,0.0,0.0,0.0
T_TNK_0426,0.0,0.0,1378.43,0.0,0.0,0.0
T_TNK_0427,0.0,0.0,2208.03,0.0,0.0,0.0
T_TNK_0428,0.0,0.0,972.72,0.0,0.0,0.0
T_TNK_0429,0.0,0.0,1537.02,0.0,0.0,0.0
T_TNK_0430,0.0,30.9229,874.82,0.0,0.0,742.15
T_TNK_0431,0.0,0.0,1238.01,0.0,0.0,0.0
T_TNK_0432,0.0,0.0,360.52,0.0,0.0,0.0
T_TNK_0433,0.0,0.0,8473.53,0.0,0.0,0.0
T_TNK_0434,0.0,0.0,13577.69,0.0,0.0,0.0
T_TNK_0435,0.0,0.0,419.2,0.0,0.0,0.0
T_TNK_0436,0.0,0.0,1257.86,0.0,0.0,0.0
T_TNK_0437,0.0,0.0,661.69,0.0,0.0,0.0
T_TNK_0438,0.0,0.0,506.83,0.0,0.0,0.0
T_TNK_0439,0.0,0.0,440.36,0.0,0.0,0.0
T_TNK_0440,0.0,0.0,978.69,0.0,0.0,0.0
T_TNK_0441,0.0,0.0,380.71,0.0,0.0,0.0
T_TNK_0442,0.0,0.0,2156.94,0.0,0.0,0.0
T_TNK_0443,0.0,0.0,2189.2,0.0,0.0,0.0
T_TNK_0444,0.0,23.1371,294.88,0.0,0.0,555.29
T_TNK_0445,0.0,0.0,2580.21,0.0,0.0,0.0
T_TNK_0446,0.0,0.0,267.51,0.0,0.0,0.0
T_TNK_0447,0.0,0.0,580.7,0.0,0.0,0.0
T_TNK_0448,0.0,0.0,352.39,0.0,0.0,0.0
T_TNK_0449,0.0,0.0,1544.87,0.0,0.0,0.0
T_TNK_0450,0.0,0.0,336.47,0.0,0.0,0.0
T_TNK_0451,0.0,0.0,1032.89,0.0,0.0,0.0
T_TNK_0452,0.0,0.0,1262.85,0.0,0.0,0.0
T_TNK_0453,0.0,12.322,2604.232,0.0,0.0,295.728
T_TNK_0454,0.0,0.0,1518.3,0.0,0.0,0.0
T_TNK_0455,0.0,0.0,4255.89,0.0,0.0,0.0
T_TNK_0456,0.0,0.0,303.57,0.0,0.0,0.0
T_TNK_0457,0.0,158.264,6944.334,0.0,0.0,3798.336
T_TNK_0458,0.0,0.0,11088.73,0.0,0.0,0.0
T_TNK_0459,0.0,0.0,417.49,0.0,0.0,0.0
T_TNK_0460,0.0,0.0,926.14,0.0,0.0,0.0
T_TNK_0461,0.0,0.0,734.71,0.0,0.0,0.0
T_TNK_0462,0.0,0.0,891.91,0.0,0.0,0.0
T_TNK_0463,0.0,0.0,1038.07,0.0,0.0,0.0
T_TNK_0464,0.0,0.0,1514.58,0.0,0.0,0.0
T_TNK_0465,0.0,0.0,932.28,0.0,0.0,0.0
T_TNK_0466,0.0,0.0,614.49,0.0,0.0,0.0
T_TNK_0467,0.0,0.0,903.99,0.0,0.0,0.0
T_TNK_0468,0.0,0.0,643.31,0.0,0.0,0.0
T_TNK_0469,0.0,0.0,4676.59,0.0,0.0,0.0
T_TNK_0470,0.0,0.0,878.18,0.0,0.0,0.0
T_TNK_0471,0.0,0.0,6610.38,0.0,0.0,0.0
T_TNK_0472,0.0,0.0,719.43,0.0,0.0,0.0
T_TNK_0473,0.0,12.1892,636.578,0.0,0.0,292.542
T_TNK_0474,0.0,0.0,1182.42,0.0,0.0,0.0
T_TNK_0475,0.0,0.0,2023.37,0.0,0.0,0.0
T_TNK_0476,0.0,0.0,2051.43,0.0,0.0,0.0
T_TNK_0477,0.0,0.0,1079.77,0.0,0.0,0.0
T_TNK_0478,0.0,0.0,1859.35,0.0,0.0,0.0
T_TNK_0479,0.0,0.0,4241.05,0.0,0.0,0.0
T_TNK_0480,0.0,0.0,2133.62,0.0,0.0,0.0
T_TNK_0481,0.0,0.0,328.69,0.0,0.0,0.0
T_TNK_0482,0.0,0.0,1498.24,0.0,0.0,0.0
T_TNK_0483,0.0,0.0,1728.7,0.0,0.0,0.0
T_TNK_0484,0.0,0.0,496.9,0.0,0.0,0.0
T_TNK_0485,0.0,0.0,1214.56,0.0,0.0,0.0
T_TNK_0486,0.0,0.0,2692.7,0.0,0.0,0.0
T_TNK_0487,0.0,0.0,490.3,0.0,0.0,0.0
T_TNK_0488,0.0,0.0,568.35,0.0,0.0,0.0
T_TNK_0489,0.0,39.8767,1974.87,0.0,0.0,957.04
T_TNK_0490,0.0,0.0,10621.62,0.0,0.0,0.0
T_TNK_0491,0.0,0.0,9527.32,0.0,0.0,0.0
T_TNK_0492,0.0,0.0,965.08,0.0,0.0,0.0
T_TNK_0493,0.0,0.0,739.44,0.0,0.0,0.0
T_TNK_0494,0.0,0.0,384.25,0.0,0.0,0.0
T_TNK_0495,0.0,0.0,1554.69,0.0,0.0,0.0
T_TNK_0496,0.0,0.0,784.63,0.0,0.0,0.0
T_TNK_0497,0.0,0.0,821.5,0.0,0.0,0.0
T_TNK_0498,0.0,0.0,1775.07,0.0,0.0,0.0
T_TNK_0499,0.0,0.0,12079.17,0.0,0.0,0.0
T_TNK_0500,0.0,0.0,477.43,0.0,0.0,0.0
T_TNK_0501,0.0,0.0,1400.93,0.0,0.0,0.0
T_TNK_0502,0.0,0.0,437.6,0.0,0.0,0.0
T_TNK_0503,0.0,45.7388,724.08,0.0,0.0,1097.73
T_TNK_0504,0.0,0.0,1364.08,0.0,0.0,0.0
T_TNK_0505,0.0,0.0,6900.89,0.0,0.0,0.0
T_TNK_0506,0.0,0.0,5682.76,0.0,0.0,0.0
T_TNK_0507,0.0,9.945,2854.69,0.0,0.0,238.68
T_TNK_0508,0.0,0.0,867.38,0.0,0.0,0.0
T_TNK_0509,0.0,0.0,11751.51,0.0,0.0,0.0
T_TNK_0510,0.0,0.0,843.7,0.0,0.0,0.0
T_TNK_0511,0.0,0.0,2674.37,0.0,0.0,0.0
T_TNK_0512,0.0,0.0,275.68,0.0,0.0,0.0
T_TNK_0513,0.0,0.0,582.41,0.0,0.0,0.0
T_TNK_0514,0.0,0.0,1246.26,0.0,0.0,0.0
T_TNK_0515,0.0,0.0,321.17,0.0,0.0,0.0
T_TNK_0516,0.0,0.0,8443.56,0.0,0.0,0.0
T_TNK_0517,0.0,0.0,1953.93,0.0,0.0,0.0
T_TNK_0518,0.0,26.5912,398.39,0.0,0.0,638.19
T_TNK_0519,0.0,0.0,353.26,0.0,0.0,0.0
