pump_id,is_on
P_PMP_1271,1
P_PMP_1272,0
P_PMP_1273,0
P_PMP_1274,1
P_PMP_1275,0
P_PMP_1276,0
P_PMP_1277,0
P_PMP_1278,0
P_PMP_1279,0
P_PMP_1280,0
P_PMP_1281,0
P_PMP_1282,0
P_PMP_1283,0
P_PMP_1284,0
P_PMP_1285,0
P_PMP_1286,0
P_PMP_1287,0
P_PMP_1288,0
P_PMP_1289,0
P_PMP_1290,0
P_PMP_1291,0
P_PMP_1292,0
P_PMP_1293,0
P_PMP_1294,0
P_PMP_1295,0
P_PMP_1296,0
P_PMP_1297,0
P_PMP_1298,0
P_PMP_1299,0
P_PMP_1300,0
P_PMP_1301,0
P_PMP_1302,0
P_PMP_1303,1
P_PMP_1304,0
P_PMP_1305,0
P_PMP_1306,0
P_PMP_1307,0
P_PMP_1308,0
P_PMP_1309,0
P_PMP_1310,0
P_PMP_1311,0
P_PMP_1312,0
P_PMP_1313,0
P_PMP_1314,0
P_PMP_1315,0
P_PMP_1316,0
P_PMP_1317,0
P_PMP_1318,1
P_PMP_1319,0
P_PMP_1320,0
P_PMP_1321,0
P_PMP_1322,0
P_PMP_1323,0
P_PMP_1324,0
P_PMP_1325,0
P_PMP_1326,0
P_PMP_1327,0
P_PMP_1328,1
P_PMP_1329,0
P_PMP_1330,0
P_PMP_1331,0
P_PMP_1332,0
P_PMP_1333,0
P_PMP_1334,1
P_PMP_1335,0
P_PMP_1336,0
P_PMP_1337,0
P_PMP_1338,0
P_PMP_1339,0
P_PMP_1340,0
P_PMP_1341,0
P_PMP_1342,0
P_PMP_1343,0
P_PMP_1344,0
P_PMP_1345,0
P_PMP_1346,0
P_PMP_1347,0
P_PMP_1348,0
P_PMP_1349,0
P_PMP_1350,1
P_PMP_1351,0
P_PMP_1352,0
P_PMP_1353,0
P_PMP_1354,0
P_PMP_1355,0
P_PMP_1356,0
P_PMP_1357,0
P_PMP_1358,0
P_PMP_1359,1
P_PMP_1360,1
P_PMP_1361,0
P_PMP_1362,0
P_PMP_1363,0
P_PMP_1364,0
P_PMP_1365,0
P_PMP_1366,0
P_PMP_1367,0
P_PMP_1368,0
P_PMP_1369,0
P_PMP_1370,0
P_PMP_1371,1
P_PMP_1372,0
P_PMP_1373,0
P_PMP_1374,0
P_PMP_1375,0
P_PMP_1376,0
P_PMP_1377,0
P_PMP_1378,0
P_PMP_1379,0
P_PMP_1380,0
P_PMP_1381,0
P_PMP_1382,0
P_PMP_1383,0
P_PMP_1384,0
P_PMP_1385,0
P_PMP_1386,0
P_PMP_1387,0
P_PMP_1388,0
P_PMP_1389,0
P_PMP_1390,0
P_PMP_1391,0
P_PMP_1392,0
P_PMP_1393,0
P_PMP_1394,0
P_PMP_1395,0
P_PMP_1396,0
P_PMP_1397,0
P_PMP_1398,0
P_PMP_1399,0
P_PMP_1400,1
P_PMP_1401,0
P_PMP_1402,1
P_PMP_1403,0
P_PMP_1404,0
P_PMP_1405,0
P_PMP_1406,0
P_PMP_1407,0
P_PMP_1408,0
P_PMP_1409,0
P_PMP_1410,0
P_PMP_1411,1
P_PMP_1412,0
P_PMP_1413,1
P_PMP_1414,0
P_PMP_1415,0
P_PMP_1416,0
P_PMP_1417,0
P_PMP_1418,0
P_PMP_1419,0
P_PMP_1420,0
P_PMP_1421,0
P_PMP_1422,0
P_PMP_1423,0
P_PMP_1424,1
P_PMP_1425,0
P_PMP_1426,0
P_PMP_1427,1
P_PMP_1428,0
P_PMP_1429,0
P_PMP_1430,0
P_PMP_1431,0
P_PMP_1432,0
P_PMP_1433,0
P_PMP_1434,0
P_PMP_1435,0
P_PMP_1436,0
P_PMP_1437,0
P_PMP_1438,0
P_PMP_1439,0
P_PMP_1440,0
P_PMP_1441,0
P_PMP_1442,0
P_PMP_1443,0
P_PMP_1444,0
P_PMP_1445,1
P_PMP_1446,0
P_PMP_1447,0
P_PMP_1448,0
P_PMP_1449,1
P_PMP_1450,0
P_PMP_1451,0
P_PMP_1452,0
P_PMP_1453,0
P_PMP_1454,0
P_PMP_1455,0
P_PMP_1456,0
P_PMP_1457,0
P_PMP_1458,0
P_PMP_1459,1
P_PMP_1460,0
P_PMP_1461,0
P_PMP_1462,0
P_PMP_1463,0
P_PMP_1464,0
P_PMP_1465,1
P_PMP_1466,0
P_PMP_1467,0
P_PMP_1468,1
P_PMP_1469,0
P_PMP_1470,0
P_PMP_1471,0
P_PMP_1472,0
P_PMP_1473,0
P_PMP_1474,0
P_PMP_1475,0
P_PMP_1476,0
P_PMP_1477,0
P_PMP_1478,0
P_PMP_1479,0
P_PMP_1480,1
P_PMP_1481,0
P_PMP_1482,0
P_PMP_1483,0
P_PMP_1484,0
P_PMP_1485,0
P_PMP_1486,0
P_PMP_1487,0
P_PMP_1488,0
P_PMP_1489,0
P_PMP_1490,0
P_PMP_1491,0
P_PMP_1492,0
P_PMP_1493,0
P_PMP_1494,0
P_PMP_1495,0
P_PMP_1496,0
P_PMP_1497,0
P_PMP_1498,0
P_PMP_1499,1
P_PMP_1500,0
P_PMP_1501,0
P_PMP_1502,0
P_PMP_1503,0
P_PMP_1504,0
P_PMP_1505,0
P_PMP_1506,0
P_PMP_1507,0
P_PMP_1508,0
P_PMP_1509,0
P_PMP_1510,1
P_PMP_1511,0
P_PMP_1512,0
P_PMP_1513,0
P_PMP_1514,0
P_PMP_1515,0
P_PMP_1516,0
P_PMP_1517,0
P_PMP_1518,0
P_PMP_1519,0
P_PMP_1520,0
P_PMP_1521,0
P_PMP_1522,0
P_PMP_1523,0
P_PMP_1524,0
P_PMP_1525,0
P_PMP_1526,0
P_PMP_1527,1
P_PMP_1528,0
P_PMP_1529,0
P_PMP_1530,0
P_PMP_1531,0
P_PMP_1532,0
P_PMP_1533,0
P_PMP_1534,1
P_PMP_1535,0
P_PMP_1536,0
P_PMP_1537,0
P_PMP_1538,0
P_PMP_1539,0
P_PMP_1540,1
P_PMP_1541,0
P_PMP_1542,0
P_PMP_1543,0
P_PMP_1544,0
P_PMP_1545,0
P_PMP_1546,0
P_PMP_1547,0
P_PMP_1548,0
P_PMP_1549,0
P_PMP_1550,0
P_PMP_1551,0
P_PMP_1552,0
P_PMP_1553,0
P_PMP_1554,0
P_PMP_1555,0
P_PMP_1556,0
P_PMP_1557,0
P_PMP_1558,1
P_PMP_1559,0
P_PMP_1560,0
P_PMP_1561,0
P_PMP_1562,0
P_PMP_1563,0
P_PMP_1564,0
P_PMP_1565,0
P_PMP_1566,0
P_PMP_1567,0
P_PMP_1568,0
P_PMP_1569,0
P_PMP_1570,0
P_PMP_1571,0
P_PMP_1572,0
P_PMP_1573,0
P_PMP_1574,0
P_PMP_1575,0
P_PMP_1576,0
P_PMP_1577,0
P_PMP_1578,0
P_PMP_1579,0
P_PMP_1580,0
P_PMP_1581,0
P_PMP_1582,0
P_PMP_1583,0
P_PMP_1584,0
P_PMP_1585,0
P_PMP_1586,0
P_PMP_1587,0
P_PMP_1588,0
P_PMP_1589,0
P_PMP_1590,0
P_PMP_1591,0
P_PMP_1592,0
P_PMP_1593,0
P_PMP_1594,0
P_PMP_1595,0
P_PMP_1596,0
P_PMP_1597,0
P_PMP_1598,0
P_PMP_1599,0
P_PMP_1600,0
P_PMP_1601,0
P_PMP_1602,0
P_PMP_1603,0
P_PMP_1604,0
P_PMP_1605,0
P_PMP_1606,0
P_PMP_1607,0
P_PMP_1608,1
P_PMP_1609,0
P_PMP_1610,0
P_PMP_1611,0
P_PMP_1612,0
P_PMP_1613,0
P_PMP_1614,0
P_PMP_1615,0
P_PMP_1616,0
P_PMP_1617,0
P_PMP_1618,0
P_PMP_1619,0
P_PMP_1620,0
P_PMP_1621,0
P_PMP_1622,0
P_PMP_1623,0
P_PMP_1624,0
P_PMP_1625,0
P_PMP_1626,0
P_PMP_1627,0
P_PMP_1628,0
P_PMP_1629,0
P_PMP_1630,0
P_PMP_1631,0
P_PMP_1632,0
P_PMP_1633,0
P_PMP_1634,0
P_PMP_1635,0
P_PMP_1636,0
P_PMP_1637,0
P_PMP_1638,0
P_PMP_1639,0
P_PMP_1640,0
P_PMP_1641,0
P_PMP_1642,0
P_PMP_1643,0
P_PMP_1644,0
P_PMP_1645,0
P_PMP_1646,0
P_PMP_1647,0
P_PMP_1648,0
P_PMP_1649,0
P_PMP_1650,0
P_PMP_1651,0
P_PMP_1652,0
P_PMP_1653,0
P_PMP_1654,0
P_PMP_1655,0
P_PMP_1656,0
P_PMP_1657,0
P_PMP_1658,1
P_PMP_1659,0
P_PMP_1660,0
P_PMP_1661,0
P_PMP_1662,0
P_PMP_1663,0
P_PMP_1664,0
P_PMP_1665,0
P_PMP_1666,0
P_PMP_1667,0
P_PMP_1668,0
P_PMP_1669,0
P_PMP_1670,0
P_PMP_1671,0
P_PMP_1672,0
P_PMP_1673,0
P_PMP_1674,0
P_PMP_1675,0
P_PMP_1676,0
P_PMP_1677,0
P_PMP_1678,0
P_PMP_1679,0
P_PMP_1680,0
P_PMP_1681,0
P_PMP_1682,0
P_PMP_1683,0
P_PMP_1684,0
P_PMP_1685,0
P_PMP_1686,0
P_PMP_1687,0
P_PMP_1688,0
P_PMP_1689,0
P_PMP_1690,1
P_PMP_1691,0
P_PMP_1692,0
P_PMP_1693,0
P_PMP_1694,0
P_PMP_1695,0
P_PMP_1696,0
P_PMP_1697,0
P_PMP_1698,0
P_PMP_1699,0
P_PMP_1700,0
P_PMP_1701,0
P_PMP_1702,0
P_PMP_1703,0
P_PMP_1704,0
P_PMP_1705,0
P_PMP_1706,0
P_PMP_1707,0
P_PMP_1708,0
P_PMP_1709,0
P_PMP_1710,0
P_PMP_1711,0
P_PMP_1712,0
P_PMP_1713,0
P_PMP_1714,1
P_PMP_1715,0
P_PMP_1716,0
P_PMP_1717,0
P_PMP_1718,0
P_PMP_1719,0
P_PMP_1720,0
P_PMP_1721,0
P_PMP_1722,0
P_PMP_1723,0
P_PMP_1724,0
P_PMP_1725,0
P_PMP_1726,0
P_PMP_1727,0
P_PMP_1728,0
P_PMP_1729,0
P_PMP_1730,0
P_PMP_1731,0
P_PMP_1732,0
P_PMP_1733,0
P_PMP_1734,0
P_PMP_1735,0
P_PMP_1736,0
P_PMP_1737,0
P_PMP_1738,0
P_PMP_1739,0
P_PMP_1740,0
P_PMP_1741,0
P_PMP_1742,0
P_PMP_1743,0
P_PMP_1744,0
P_PMP_1745,0
P_PMP_1746,0
P_PMP_1747,0
P_PMP_1748,0
P_PMP_1749,0
P_PMP_1750,0
P_PMP_1751,0
P_PMP_1752,0
P_PMP_1753,0
P_PMP_1754,0
P_PMP_1755,0
P_PMP_1756,0
P_PMP_1757,0
P_PMP_1758,0
P_PMP_1759,0
P_PMP_1760,0
P_PMP_1761,0
P_PMP_1762,0
P_PMP_1763,0
P_PMP_1764,0
P_PMP_1765,0
P_PMP_1766,0
P_PMP_1767,0
P_PMP_1768,0
P_PMP_1769,0
P_PMP_1770,0
P_PMP_1771,0
P_PMP_1772,1
P_PMP_1773,0
P_PMP_1774,0
P_PMP_1775,0
P_PMP_1776,0
P_PMP_1777,0
P_PMP_1778,0
P_PMP_1779,0
P_PMP_1780,0
P_PMP_1781,0
P_PMP_1782,0
P_PMP_1783,0
P_PMP_1784,0
P_PMP_1785,0
P_PMP_1786,0
P_PMP_1787,0
P_PMP_1788,0
P_PMP_1789,0
P_PMP_1790,1
P_PMP_1791,0
P_PMP_1792,0
P_PMP_1793,0
P_PMP_1794,0
P_PMP_1795,0
P_PMP_1796,0
P_PMP_1797,0
P_PMP_1798,0
P_PMP_1799,0
